"Not paid ",false,"             Terrific opportunity to get in on the ground floor of an aggressively expanding personal injury law firm. No experience required as we want to train all new staff members. If you are an unemployed law&#8230;         ","Pittsburgh, PA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Intern-to-Top-Trial-Lawyer-I7092387,"Legal Intern to Top Trial Lawyer Job at Romanow Law Group in Pittsburgh, PA","Full Time"
"Not paid ",false,"             Concord Law Group is seeking potential Internships who are local and want to learn different aspect of the legal field. We specialize in bankruptcy debt managements credit repair foreclosure preventio&#8230;         ","Artesia, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-Office-Intern-I1500548,"Paralegal Office Intern Job at Concord Law Group in Artesia, CA","Part Time"
"Not paid ",false,"             The Steidle Law Firm, has been voted as Best Lawyer by The Roanokers 2014 Readers Poll Awards. David is the founder of Steidle Law Firm in downtown Roanoke, VA, and a tough legal advocate for clients &#8230;         ","Roanoke, VA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Intern-I7309994,"Paralegal Intern Job at Steidle Law Firm in Roanoke, VA","Full Time"
"Not paid ",false,"             We are a very busy legal office in which are main focus is real estate and municipal court. The intern will be responsible to answer phones, prepare files, communicate with clients, fax, copy, and ema&#8230;         ","Edison, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-Intern-I5363119,"Paralegal Intern Job at sital shah attorney at law in Edison, NJ","Full Time"
"Paid Opportunity",true,"             Must be able to know how to file civil suits and follow up on civil judgments. Fresh law graduates welcome. This is a paid part time position. Please send your resume to billy@fusionadvances.com         ","Miami, FL ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-legal-counsel,"Legal Assistant / legal counsel Job at GEM and Associates in Miami, FL","Part Time"
"Not paid ",false,"             The Law Office of Tamaca Brown-Morris, PLLC is located in Olive Branch, MS just outside of Memphis, TN. The practice areas are family law and family based immigration. Interns will get the opportunity&#8230;         ","Olive Branch, MS ","             Application Deadline:   Available Year-round 
                     ",/legal/LegalMarketing-Intern-I6197293,"Legal/Marketing Intern Job at Law Office of Tamaca Brown-Morris in Olive Branch, MS","Part Time"
"Not paid ",true,"             Paralegal intern or a Legal Assistant intern needed. Everything legal is a legal broker who subs out cases to other lawyers in the local SFV area. Please contact me back for times for interviews.          ","Los Angeles, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-Intern-I4159634,"Paralegal Intern Job at National Positions in Los Angeles, CA","Part Time"
"Not paid ",false,"             Makeosity, Inc. is a disruptive platform for social learning and entrepreneurialism with endless services and products products emerging from it due to its open, creative and forward-looking ethos. Ma&#8230;         ","Virtual ","             Application Deadline:   6/30/2015 
                     ",/legal/Legal-Research-Intern-I1882357,"Legal Research Intern Job at Makeosity, Inc. in Virtual","Part Time"
"Paid Opportunity",false,"             Requiring a fresh law school graduate with ambitious and strong personality to work closely with Company's retained law firms as inhouse council. Person will be responsible for reviewing contracts, se&#8230;         ","Dunwoody, GA ","             Application Deadline:   Available Year-round 
                     ",/legal/AttorneyInhouse-Council-I3007483,"Attorney/Inhouse Council Job at Beyond Management Inc in Dunwoody, GA","Full Time"
"Not paid ",false,"             JWP & Associates serves a diverse clientele throughout Michigan. Our mission is to provide compassionate, knowledgeable and economical legal liaison services and guidance to satisfy our clients demand&#8230;         ","Macomb, MI ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-I3635811,"Paralegal Job at JWP in Macomb, MI","Part Time"
"Not paid ",false,"             Assist in-house legal department with revising agreements, legal research projects, and other legal matters. The ideal candidate should have a demonstrated interest in music/entertainment law, intelle&#8230;         ","Chicago, IL ","             Application Deadline:   7/1/2015 
                     ",/legal/Legal-Intern-I8529639,"Legal Intern - For Law School Students Only Job at Music Dealers LLC in Chicago, IL","Part Time"
"Not paid ",false,"             Traffic Digital Agency is looking for a self-motivated, passionate, hard-working individual to work on our Legal Marketing Team. Working on various law firms search-marketing accounts (SEO / SEM / Dis&#8230;         ","Royal Oak, MI ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-law-firm-SEO-Internship-I8441284,"Legal (law firm) SEO Internship Job at Traffic Digital Agency in Royal Oak, MI","Part Time"
"Paid Opportunity",false,"             We are a very busy Law firm in Old Bridge NJ looking for a motivated Law school student and/or graduate to join our firm.          ","Matawan, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/Attorney-or-Attorney-in-Training,"Attorney or Attorney in Training Job at Joseph M. Ghabour &amp; Associates, LLC in Matawan, NJ","Full Time"
"Not paid ",false,"             Small Litigation Law Firm in Hagerstown, MD seeks summer intern for unpaid position. Only local applicants need submit an application.          ","Hagerstown, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Internship-in-Hagerstown-Maryland,"Legal Internship in Hagerstown Maryland Job at The Badaki Law Firm in Hagerstown, MD","Part Time"
"Not paid ",false,"             Mortgage Mediation: Advantage Legal Group (www.advantagelegalgroup.com) is a successful recognized Law Firm that specialized in Bankruptcy, Mortgage Mediation and Modification as well as Real Estate S&#8230;         ","Bellevue, WA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-and-Customer-service-and-Real-Estate-Mediation-Internship,"Legal and Customer Service and Real Estate Mediation Internship Job at Advantage Legal Group in Bellevue, WA","Full Time"
"Not paid ",false,"             Mortgage Mediation: Advantage Legal Group (www.advantagelegalgroup.com) is a successful recognized Law Firm that specialized in Bankruptcy, Mortgage Mediation and Modification as well as Real Estate S&#8230;         ","Bellevue, WA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Customer-service-and-Real-Estate-Mediation-Internship-I2865666,"Legal /Customer service and Real Estate Mediation Internship Job at Advantage Legal Group in Bellevue, WA","Full Time"
"Not paid ",false,"             VOICE OF AMERICAN IMMIGRATION FRAUD VICTIMS is a unified group of American men and women that have been victimized by foreign spouses that have circumvented the American immigration system by making f&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Law-Internship,"Legal - Law Internship Job at VOIF  in Frederick, MD","Part Time"
"Not paid ",false,"             Mortgage Mediation: Advantage Legal Group (www.advantagelegalgroup.com) is a successful recognized Law Firm that specialized in Bankruptcy, Mortgage Mediation and Modification as well as Real Estate S&#8230;         ","Bellevue, WA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Customer-service-and-Real-Estate-Mediation-Internship-I4059410,"Legal /Customer service and Real Estate Mediation Internship Job at Advantage Legal Group in Bellevue, WA","Full Time"
"Paid Opportunity",true,"             Personal Injury Law Firm in practice over 40 years. Located in Washington, D.C. Position can be remote. http://www.kennethjannislaw.com         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/legal/Marketing-Internship-I8392840,"Legal Marketing Internship Job at Law Offices of Kenneth J. Annis in Virtual","Part Time"
"Not paid ",false,"             AGV Sports Group strives to provide its legal interns with a stimulating and diversified experience. Performing a variety of duties, from researching to drafting legal memoranda and briefs, interns wi&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Law-Internship-at-Dynamic-AGV-Sports-Group-Inc-I3273012,"Legal / Law Internship at Dynamic AGV Sports Group, Inc. Job at AGV Sports Group / Motanation LLC in Frederick, MD","Part Time"
"Not paid ",false,"              Are you interested in a career in law or business? Intern for a prestigious law firm in Princeton. We are a 5 paralegal and 5 attorney firm that represents litigants in matrimonial law, bankruptcy la&#8230;         ","Princeton, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/Virtual-Legal-Internship,"Legal Internship  Job at Law Champs, LLC in Princeton, NJ","Part Time"
"Not paid ",false,"             Name and Address of Employer: Law Offices of Vinca Jarrett, 304 Newbury Street #463, Boston, MA 02115 USA Contact Person/Telephone Number: Vinca Jarrett, Esq., 617-277-6772 / intern@filmprofinance.com&#8230;         ","Boston, MA ","             Application Deadline:   6/30/2015 
                     ",/legal/Legal-Internship-at-Boston-Based-Entertainment-Law-Office-for-Fall-2015-Law-Students-Only,"Legal Internship at Boston Based Entertainment Law Office for Fall 2015  (Law Students Only)  Job at Law Offices of Vinca Jarrett &amp; Associates and FilmPro Finance in Boston, MA","Part Time"
"Not paid ",false,"             I am a Center City attorney seeking an intern to assist me in handling primarily murder appeals, prisoner civil rights, and police misconduct litigation. Schedule and location are both flexible, and t&#8230;         ","Philadelphia, PA ","             Application Deadline:   Available Year-round 
                     ",/legal/Criminal-Appellate-Law-and-Civil-Rights-Litigation-Intern,"Criminal Appellate Law and Civil Rights Litigation Intern Job at Law Office of Teri B. Himebaugh  in Philadelphia, PA","Part Time"
"Not paid ",false,"             Samini Scheinberg is a boutique law firm with its main office in Newport Beach, CA. Our attorneys specialize in corporate, real estate, immigration and financial restructuring matters both in the tran&#8230;         ","Newport Beach, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-Intern-I3205479,"Internship for Certified Paralegal  Job at Samini Scheinberg PC in Newport Beach, CA","Full Time"
"Not paid ",false,"             Mortgage Mediation: Advantage Legal Group (www.advantagelegalgroup.com) is a successful recognized Law Firm that specialized in Bankruptcy, Mortgage Mediation and Modification as well as Real Estate S&#8230;         ","Bellevue, WA ","             Application Deadline:   Available Year-round 
                     ",/legal/Real-Estate-and-Mortgage-Mediation-Internship,"Real Estate and Mortgage Mediation Internship Job at Advantage Legal Group in Bellevue, WA","Full Time"
"Not paid ",false,"             MISSION STATEMENT Our goals are simple, yet challenging. We want to give guidance to those that have been victimized by deceptive foreign spouses, a broken immigration system, and an unfair judicial s&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Law-Internship-Immigration-Issues,"Legal -Law Internship - Immigration Issues Job at VOIF in Frederick, MD","Part Time"
"Not paid ",false,"             Undergraduate, graduate and law students who are interested in educating about, promoting and advocating human rights and world citizenship are encouraged to apply for this 3 to 4 month, 15-20 (or mor&#8230;         ","Washington, DC ","             Application Deadline:   8/28/2015 
                     ",/legal/World-Law-Internship-Program-Fall-2015,"World Law Internship Program (Fall 2015) Job at World Service Authority in Washington, DC","Part Time"
"Paid Opportunity",false,"             A high volume, Personal Injury Law Firm is seeking a paralegal with experience in civil litigation. The firm handles personal injury, medical malpractice and premises liability. He/she should be able &#8230;         ","Tucker, GA ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-I2168337,"Paralegal Job at McKibben Johnson, LLC in Tucker, GA","Full Time"
"Not paid ",false,"             A small general practice is offering a challenging internship opportunity in Salem, MA. Under the direct supervision of the Attorney, interns would assist in all areas of the practice. We offer our in&#8230;         ","Salem, MA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Marketing-Intern-I2037201,"Legal / Marketing Intern Job at Jordan &amp; White, LLC in Salem, MA","Part Time"
"Not paid ",false,"             Small boutique immigration law office doing complex immigration work related to family, business and deportation defense. We are located in the loop near transportation. We require someone that is ava&#8230;         ","Chicago, IL ","             Application Deadline:   Available Year-round 
                     ",/legal/Spanish-Speaking-Paralegal-or-Law-Clerk-Intern,"Spanish Speaking Paralegal or Law Clerk Intern Job at HKA Law Group in Chicago, IL","Part Time"
"Not paid ",false,"             Small boutique immigration law office doing complex immigration work related to family, business and deportation defense. We are located in the loop near transportation. We require someone that is ava&#8230;         ","Chicago, IL ","             Application Deadline:   Available Year-round 
                     ",/legal/Spanish-Speaking-Paralegal-or-Law-Clerk,"Spanish Speaking Paralegal or Law Clerk Job at HKA Law Group in Chicago, IL","Part Time"
"Paid Opportunity",false,"             Fall 2015 Research Internship National Security - Lawfare Governance Studies Internship Summary This fall internship, beginning in September 2015, is a paid opportunity for undergraduate students in t&#8230;         ","Washington, DC ","             Application Deadline:   7/10/2015 
                     ",/legal/Research-Internship-Lawfare,"Research Internship, Lawfare Job at The Brookings Institution in Washington, DC","Full Time"
"Not paid ",false,"             The Law Offices of Paul Strauss and Associates, P.C. is a downtown Washington, DC law firm with offices located 2 blocks from the White House. Interns get to work with lawyers specializing in courtroo&#8230;         ","Washington, DC ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-and-Litigation-Intern-I8894025,"Legal and Litigation Intern Job at Law Offices of Paul Strauss &amp; Associates, P.C. in Washington, DC","Full Time"
"Not paid ",false,"              AGV Sports Group strives to provide its legal interns with a stimulating and diversified experience. Performing a variety of duties, from researching to drafting legal memoranda and briefs, interns w&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Contract-Sports-IP-Legal-Law-Internship-for-International-Sports-Apparel-Company-I3267912,"Contract, Sports, &amp; IP Legal / Law Internship for International Sports Apparel Company Job at AGV Sports Group / Motanation LLC in Frederick, MD","Part Time"
"Not paid ",false,"             Cloud View Property LLC works with individuals who have been through a residential foreclosure. Our network of attorneys work with clients to dispute wrongful foreclosures and help people who have suf&#8230;         ","Chicago, IL ","             Application Deadline:   6/26/2015 
                     ",/legal/Legal-Foreclosure-Review,"Legal Foreclosure Review Job at Cloud View Property in Chicago, IL","Part Time"
"Paid Opportunity",true,"             High profile entertainment company (name of company shall be disclosed to you at a future date if you are chosen), looking for expert at patent writing. We have a patent that need to be re-written pro&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/legal/URGENT-Looking-for-talented-young-lawyer-or-law-student-expert-at-IP-Law,"URGENT: Looking for talented young lawyer or law student expert at IP Law Job at Real Busy Business in Virtual","Full Time"
"Paid Opportunity",false,"             Hello Students, Were looking for an entertainment attorney in school willing to work and help build our media company. We would like for an intern to handle our legal business letters and learn how to&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/legal/Law-Student-Internship-I5510591,"Law Student Internship Job at GRAPHIC CREATIVE, INC in Virtual","Full Time"
"Not paid ",false,"             INGENIOUS is an innovative approach to strategy and technology consulting, purpose-built to serve corporate Legal and IT departments, providing strategic advice and intelligence on emerging technologi&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/legal/Sales-and-Marketing-Intern-for-growing-LegalIT-consulting-company,"Sales and Marketing Intern for growing Legal/IT consulting company.  Job at ING3NIOUS in Virtual","Part Time"
"Not paid ",true,"             Interested in the cross-section between law and building a web-based software startup? The team at AmazeLaw would love to teach you! AmazeLaw is a tool that allows solo and small-firm attorneys to bui&#8230;         ","Bedford, NH ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Intern-I2502562,"Legal Intern Job at AmazeLaw in Bedford, NH","Part Time"
"Not paid ",false,"             We are looking for a legal/law intern to go through our documentary media contracts from the past 4 years of filming nobel prize winners, celebrities and other influencers to see what footage we own. &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/legal/LawLegal-Media-Internship,"Law/Legal Media Internship Job at DOCUTHESIS INC. in Virtual","Part Time"
"Not paid ",true,"             Nurturing America is committed to creating change for every issue under the social injustice umbrella. The innovative plan devised for fulfilling our vision is going to take nonprofits to a new height&#8230;         ","Greenville, SC ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-I832136,"Legal Assistant Job at Nurturing America Inc. in Greenville, SC","Full Time"
"Not paid ",false,"             Nurturing America is committed to creating change for every issue under the social injustice umbrella. The innovative plan devised for fulfilling our vision is going to take nonprofits to a new height&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-I4363795,"Legal Assistant Job at Nurturing America Inc. in Virtual","Full Time"
"Not paid ",false,"             Concord Law Group is seeking potential Internships who are local and want to learn different aspect of the legal field. We specialize in bankruptcy debt managements credit repair foreclosure preventio&#8230;         ","Artesia, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-Paralegal-Marketing-and-Sales-Internship,"Legal Assistant  Paralegal  Marketing and Sales Internship Job at Concord Law Group in Artesia, CA","Part Time"
"Not paid ",false,"             Concord Law Group is seeking potential Internships who are local and want to learn different aspect of the legal field. We specialize in bankruptcy debt managements credit repair foreclosure preventio&#8230;         ","Artesia, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Paralegal-Office-Intern,"Paralegal / Office Intern Job at Concord Law Group in Artesia, CA","Part Time"
"Paid Opportunity",true,"             Full Time and Part time positions available. Work with a small but rapidly growing environmental company whose clients are mostly Fortune 500 or equivalent. So you get the best of both worlds, small e&#8230;         ","St Louis, MO ","             Application Deadline:   Available Year-round 
                     ",/legal/Environmental-Business-Law-Internship,"Environmental &amp; Business Law Internship  Job at Closed Loop Recycling in St Louis, MO","Part Time"
"Paid Opportunity",false,"             Legal Insights is currently seeking an ongoing legal intern! We are a busy non-profit organization providing post-conviction assistance to incarcerated individuals including military veterans, women, &#8230;         ","Laguna Hills, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Internship-I7023671,"Legal Internship Job at Legal Insights Inc. in Laguna Hills, CA","Full Time"
"Not paid ",false,"             What: Office Assistant Where: Parsippany, NJ When: Flexible Assist Attorney with filing, case management, and administrative tasks Assist in Preparation of Legal Documents Mr. Malkin is a solo practit&#8230;         ","Parsippany, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/Office-Intern-I9408415,"Office Intern Job at Arthur David Malkin, Attorney at Law in Parsippany, NJ","Part Time"
"Not paid ",false,"             Students and recent graduates looking to gain international experience in law, economics, human rights and policy are invited to apply for an internship with the Law and Development Associates (LADA) &#8230;         ","Alexandria, VA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Policy-and-Development-Internships-in-Ghana-West-Africa,"Legal Policy and Development Internships in Ghana, West Africa Job at Abroad Impact in Alexandria, VA","Full Time"
"Not paid ",false,"             We are a general Civil Litigation Law Firm, looking for an intern to serve as support staff to Family Law attorney. No experience necessary will train.         ","Houston, TX ","             Application Deadline:   Available Year-round 
                     ",/legal/General-Civil-Litgation-with-Focus-on-Family-Law,"General Civil Litgation with Focus on Family Law Job at The Recalde Law Firm in Houston, TX","Part Time"
"Not paid ",false,"             VOLUNTEER INTERNSHIPS FOR COLLEGE STUDENTS- EDISON, N.J. Volunteer students will have an the opportunity to work in a busy law office and work with real clients. Students interested in a career in law&#8230;         ","Edison, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/NJ-Law-Office-Volunteer-Internships-Summer-Edison-NJ," NJ Law Office Volunteer Internships Summer Edison, NJ for Law students and college grads Job at Vercammen &amp; Assoc Law Office in Edison, NJ","Part Time"
"Not paid ",false,"             Civil litigation firm offering opportunity to up and coming attorney in training. This will provide you with the tools you will need to hit the ground running or to learn the profession.         ","Gretna, LA ","             Application Deadline:   Available Year-round 
                     ",/legal/Attorney-in-training,"Attorney in training Job at The Brigandi Law Firm, LLC in Gretna, LA","Part Time"
"Not paid ",true,"             Riverside law firm seeks an organized, intelligent and computer savvy student interested in gaining knowledge about the legal profession, specifically in the areas of bankruptcy and debtor representat&#8230;         ","Riverside, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Intern-I2425487,"Legal Intern Job at Law Offices of Paul Y. Lee in Riverside, CA","Part Time"
"Paid Opportunity",false,"             Looking for legal/administrative assistant for Managing Partner for small boutique law firm to keep calendar, prepare legal documents, scan and file pleadings, and generally assist with all office mat&#8230;         ","Florence, KY ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-Administrative-Assistant,"Legal Assistant - Administrative Assistant  Job at Linda S. Novakov &amp; Associates, PLLC in Florence, KY","Full Time"
"Not paid ",false,"             H Bui Law Firm was established to serve its clients with quality and fervor. We are a full service law firm committed to representing clients in a wide range of legal matters from Family to Civil. Wha&#8230;         ","Pasadena, CA ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Internship-in-Pasadena,"Legal Internship in Pasadena Job at H Bui Law Firm in Pasadena, CA","Part Time"
"Paid Opportunity",false,"             We are looking for recent college graduates, preferably with an associate or bachelors degree, for a permanent position. Areas of study might include: Political Science, Communications, Marketing, Bus&#8230;         ","Evansville, IN ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-I5099197,"Legal Assistant Job at Wilhite and Associates in Evansville, IN","Full Time"
"Not paid ",false,"             Civil litigation firm offering opportunity to up and coming attorney in training. This will provide you with the tools you will need to hit the ground running or to learn the profession.         ","Gretna, LA ","             Application Deadline:   Available Year-round 
                     ",/legal/Law-Firm-intern-Law-Student-Law-Clerk,"Law Firm intern / Law Student / Law Clerk  Job at The Brigandi Law Firm, LLC in Gretna, LA","Part Time"
"Not paid ",false,"             Terrific opportunity to get in on the ground floor of one of the top plaintiff law firms in Ohio. Dyer, Garofalo, Mann & Schultz L.P.A. is a nationally recognized law firm that specializes in personal&#8230;         ","Dayton, OH ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-ClerkParaglegal,"Legal Clerk/Paraglegal Job at Dyer Garofalo Mann &amp; Schultz in Dayton, OH","Part Time"
"Not paid ",false,"             LEGAL LAW INTERNSHIP AGV Sports Group strives to provide its legal interns with a stimulating and diversified experience. Performing a variety of duties, from researching to drafting legal memoranda a&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Law-Internship-at-Dynamic-AGV-Sports-Group-Inc,"Legal / Law Internship at Dynamic AGV Sports Group, Inc. Job at AGV Sports Group, Inc. in Frederick, MD","Part Time"
"Not paid ",false,"             LEGAL LAW INTERNSHIP AGV Sports Group strives to provide its legal interns with a stimulating and diversified experience. Performing a variety of duties, from researching to drafting legal memoranda a&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Law-Internship-at-Dynamic-Corporation-in-the-Sports-Industries,"Legal / Law Internship at Dynamic Corporation in the Sports Industries Job at AGV Sports Group, Inc. in Frederick, MD","Part Time"
"Not paid ",false,"             LEGAL LAW INTERNSHIP AGV Sports Group strives to provide its legal interns with a stimulating and diversified experience. Performing a variety of duties, from researching to drafting legal memoranda a&#8230;         ","Frederick, MD ","             Application Deadline:   Available Year-round 
                     ",/legal/LEGAL-LAW-INTERNSHIP-at-DYNAMIC-SPORTS-APPAREL-AND-EQUIPMENT-COMPANY,"LEGAL LAW INTERNSHIP at DYNAMIC SPORTS APPAREL AND EQUIPMENT COMPANY  Job at AGV Sports Group, Inc. in Frederick, MD","Part Time"
"Not paid ",false,"             The American Bee Project would like to invite 1-2 college students or recent grads to come intern with us at our offices in Fort Pierce during the fall term of 2015 and/or the winter term of 2016 to w&#8230;         ","Fort Pierce, FL ","             Application Deadline:   8/14/2015 
                     ",/legal/American-Bee-Project-Legal-Advocacy-Internship,"American Bee Project Legal Advocacy Internship Job at The American Bee Project in Fort Pierce, FL","Part Time"
"Not paid ",false,"             A Position is available as a legal assistant to an established litigation attorney whose office is located in Washington, D.C. The responsibilities for this position, includes but is not limited to, a&#8230;         ","Washington, DC ","             Application Deadline:   Available Year-round 
                     ",/legal/Legal-Assistant-I8106409,"Legal Assistant Job at The Ponds Law Firm in Washington, DC","Part Time"
"Not paid ",false,"             VOLUNTEER INTERNSHIPS FOR COLLEGE STUDENTS- EDISON, N.J. Volunteer students will have an the opportunity to work in a busy law office and work with real clients. Students interested in a career in law&#8230;         ","Edison, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/Spring-NJ-Law-Office-Volunteer-Internships-Edison-NJ,"Spring  NJ Law Office Volunteer Internships Edison, NJ Job at Vercammen &amp; Assoc Law Office in Edison, NJ","Part Time"
"Not paid ",false,"             VOLUNTEER INTERNSHIPS FOR COLLEGE STUDENTS- EDISON, N.J. Volunteer students will have an the opportunity to work in a busy law office and work with real clients. Students interested in a career in law&#8230;         ","Edison, NJ ","             Application Deadline:   Available Year-round 
                     ",/legal/Fall-NJ-Law-Office-Volunteer-Internships-Edison-NJ,"Fall  NJ Law Office Volunteer Internships Edison, NJ Job at Vercammen &amp; Assoc Law Office in Edison, NJ","Part Time"
