"Not paid ",false,"             Who We are: PowerHouse Growers is a multimedia platform connecting individuals and businesses who are looking for, or interested in finding tools and resources to sustainably incorporate urban agricul&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-DeveloperProgrammer-I8942224,"Web Developer/Programmer Job at PowerHouse Growers in Virtual","Part Time"
"Paid Opportunity",false,"             HealthiNation (www.healthination.com), the leading producer of high quality health videos for consumers, HealthiNation develops, produces and distributes video programming that educates and inspires p&#8230;         ","New York, NY ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Intern-I118892,"Web Developer - Intern Job at HealthiNation in New York, NY","Part Time"
"Not paid ",false,"             Internship Description (Long term): - Develop scalable and maintainable web application. - You are responsible for the development and design of the complete website from scratch. You will be developi&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Full-stack-Web-developer-I2969725,"Full stack Web developer Job at GazillionFund in Virtual","Part Time"
"Paid Opportunity",false,"             IT Internship Positions: hardware We're looking for someone who can work 16-20 hours / week on a fairly set schedule (can be changed but it just needs to be consistent) while they are in school and 30&#8230;         ","Allentown, PA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Computer-Science-Hardware,"Computer Science (Hardware) Job at Computer Aid Inc in Allentown, PA","Full Time"
"Not paid ",false,"             Alufa Creative is currently looking for a highly motivated Backend / Frontend Developer for bot app and Web with significant, practical coding experience and the capability to produce deliverables wit&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Backend-Frontend-IOS-App-Web-DeveloperNetworking-Engineer,"Backend / Frontend IOS App &amp;Web Developer/Networking Engineer  Job at Alufa Creatives in Virtual","Full Time"
"Paid Opportunity",false,"             The Meera Kaul Foundation is a US non- profit that works globally to enable women in Science and Technology to further their careers and enterprise. We are looking at technology interns who can create&#8230;         ","Menlo Park, CA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/SOFTWARE-ENGINEERING-COMPUTER-SCIENCE-INTERN-I6428841,"SOFTWARE ENGINEERING / COMPUTER SCIENCE INTERN Job at The Meera Kaul Foundation in Menlo Park, CA","Full Time"
"Paid Opportunity",false,"             Response Marketing is looking for a Web Development intern to join our team. Response. We are an integrated marketing agency providing a range of creative and technical services to our growing client &#8230;         ","New Haven, CT ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-I4652794,"Web Developer Job at Response Marketing in New Haven, CT","Part Time"
"Not paid ",false,"             Experience an internship you wont forget. East Coast Kids Inc. is the place for you. Our virtual internships allow you to work and become a part of our team with any busy schedule. We want you to succ&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Internship-I3948941,"Web Developer Internship - Hiring ASAP Job at East Coast Kids in Virtual","Part Time"
"Not paid ",false,"             As a Web Developer at this outstanding organization, you will be required to code, test and implement web and other applications using current standard methodologies. Must communicate and collaborate &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/ITComputer-Systems-InternWeb-Developer,"IT/Computer Systems Intern/Web Developer  Job at LoveYourself.com in Virtual","Part Time"
"Paid Opportunity",false,"             ICOW is a Maryland-based startup that is developing a technology through web application to help Chinese students build professional English resumes. It is currently looking for an expert front-end we&#8230;         ","College Park, MD ","             Application Deadline:   6/23/2015 
                     ",/computer-science/Frontend-Web-Developer-stipend,"Front-end Web Developer (summer intern with stipend) Job at ICOW in College Park, MD","Full Time"
"Paid Opportunity",false,"             Computer Science /Software Engineer- entry level college graduate 1. Assist in the implementation and maintenance of the software tool. It is written in C++, and incorporates Object-Oriented Design (O&#8230;         ","Los Angeles, CA ","             Application Deadline:   6/30/2015 
                     ",/computer-science/Computer-Science-Software-Engineer-entry-level-college-graduate-I1182798,"Computer Science /Software Engineer- entry level college graduate Job at National software Management in Los Angeles, CA","Full Time"
"Paid Opportunity",false,"             MicroNet, Inc. is headquartered in Nisswa, Minnesota a popular resort area. As chambers and associations are integral to the business health of any community, this is the perfect location to develop m&#8230;         ","Nisswa, MN ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-I6899534,"Web Developer Job at MicroNet, Inc. in Nisswa, MN","Full Time"
"Not paid ",false,"             The NAMC National Association of Minority Companies Inc. is looking for a few good interns who like to work independently but can function well within a team. Internship Role Overview The Web Develope&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-DesignDeveloper-Unpaid-Internship,"Web Design/Developer Unpaid Internship Job at NAMCO National Association of Minority Companies Inc. in Virtual","Part Time"
"Paid Opportunity",false,"             Ascent Innovations has been providing enterprise solutions for mid-size to large-size businesses, as well as in public sector organizations. Certified to provide Microsoft Business Solutions with Dyna&#8230;         ","Schaumburg, IL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Software-DeveloperProgrammer-Intern,"Software Developer/Programmer Intern Job at Ascent Innovations LLC in Schaumburg, IL","Part Time"
"Paid Opportunity",false,"             Bluefox Technologies is a full service Software Development IT Consulting firm with the expertise of Web|Mobile App Development. We are based in New York - New Jersey area, but serving clients across &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/FREE-JAVA-Training-ONLINE-PLACEMENT-for-Computer-ScienceIT-Graduates,"FREE JAVA Training ONLINE + PLACEMENT for Computer Science/IT Graduates... Job at Bluefox Technologies in Virtual","Part Time"
"Paid Opportunity",false,"             If you are a Graduate in Computer Science and wanted to pursue career in Java,.net Oracle DBA, & PL/SQL.Here is an opportunity for you. Sunmerge Systems, Inc. is a Software Development and IT services&#8230;         ","Piscataway, NJ ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Opportunity-for-Computer-Science-Graduate-in-Software-Industry-I5480669,"Opportunity for Computer Science Graduate in Software Industry Job at Sunmerge Systems Inc in Piscataway, NJ","Full Time"
"Paid Opportunity",true,"             Dextro Inc is a Global Information Technology Implementation and Outsourcing Services Provider with an exceptional track record of providing high quality, on-budget, and on-time solutions to demanding&#8230;         ","Princeton, NJ ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Software-Engineer-I1508085,"Software Engineer Job at Dextro Inc in Princeton, NJ","Full Time"
"Not paid ",false,"             Just Electric Transportation (JET) is the premier provider of luxury, sustainable transportation in the Washington, DC metropolitan area. By merging ""disruptive technology"" services with premium, zero&#8230;         ","Washington, DC ","             Application Deadline:   Available Year-round 
                     ",/computer-science/ITComputer-Systems-Intern-I7301012,"Computer Science/Mobile Application Intern Job at JET in Washington, DC","Part Time"
"Paid Opportunity",false,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","Palatine, IL ","             Application Deadline:   Available Year-round 
                     ",/it/Computer-Science-I6894691,"Computer Science Job at Pro-Tek Consulting in Palatine, IL","Full Time"
"Paid Opportunity",false,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","San Jose, CA ","             Application Deadline:   Available Year-round 
                     ",/it/Computer-Science-I3237277,"Computer Science Job at Pro-Tek Consulting in San Jose, CA","Full Time"
"Paid Opportunity",true,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","New York, NY ","             Application Deadline:   Available Year-round 
                     ",/it/Computer-Science-I7921281,"Computer Science Job at Pro-Tek Consulting in New York, NY","Full Time"
"Paid Opportunity",true,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","Iselin, NJ ","             Application Deadline:   Available Year-round 
                     ",/it/Computer-Science-I647172,"Computer Science Job at Pro-Tek Consulting in Iselin, NJ","Full Time"
"Paid Opportunity",false,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","Houston, TX ","             Application Deadline:   Available Year-round 
                     ",/it/Computer-Science-I2180056,"Computer Science Job at Pro-Tek Consulting in Houston, TX","Full Time"
"Not paid ",false,"             KrowdByz is a web technology startup working to revolutionize the future of online business interactions, and creating virtual tools for the internet based freelancer community. Our customers are smal&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Tech-Startup-seeking-Frontend-Software-EngineerWeb-application-Developer-I1929037,"Tech Startup seeking Front-end Software Engineer/Web application Developer  Job at KrowdByz in Virtual","Part Time"
"Paid Opportunity",false,"             Entry Level Web Developer Responsibilities: Join our Information Technology team where you will work on new technologies and find ways to meet our customers needs and make it easy for them to do busin&#8230;         ","Jersey City, NJ ","             Application Deadline:   6/30/2015 
                     ",/it/Entry-Level-Web-Developer-I4832515,"Entry Level Web Developer Job at national software management in Jersey City, NJ","Full Time"
"Paid Opportunity",false,"             SlipDoc is a young startup that builds software to help businesses better connect with their employees, customers, and key partners. We have built a comprehensive product and are now entering the go-t&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Heroku-FrontEndBackEnd-Intern,"Web Developer Heroku Front-End/Back-End Intern  Job at SlipDoc Software  in Virtual","Part Time"
"Paid Opportunity",false,"             We believe in developing talent and helping to create the leaders of tomorrow. One way we do this is through The Madison Square Garden Company Student Associate Program. This program is designed to cr&#8230;         ","New York, NY ","             Application Deadline:   8/31/2015 
                     ",/computer-science/Fall-2015-Student-Associate-Program-Computer-Science,"Fall 2015 Student Associate Program - Computer Science Job at The Madison Square Garden Company in New York, NY","Full Time"
"Not paid ",true,"             CURRENTLY SEARCHING FOR FALL 2014 & SPRING 2015 INTERNSHIPS Athlon Sports is now seeking to assist in the training and professional development of current college students during Spring, Summer, and F&#8230;         ","Nashville, TN ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Internship-I5597094,"Web Developer Internship Job at Athlon Sports in Nashville, TN","Part Time"
"Paid Opportunity",false,"             We are looking for website coders. Positions are in Carlsbad, California. These positions will require the ability to update/modify existing website code, analyze keywords, and utilize in-house optimi&#8230;         ","Carlsbad, CA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Software-Engineering-Intern,"Web Developer / Software Engineering Intern Job at SEO Inc. in Carlsbad, CA","Part Time"
"Paid Opportunity",false,"              EPCOS Inc. (formerly a Siemens Company) is seeking an intern for at least 6 months, starting January or February, to support the IT department in the EPCOS USA sales office in Iselin, New Jersey. We &#8230;         ","Iselin, NJ ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Internship-I574781,"Web Developer - Internship Job at EPCOS in Iselin, NJ","Full Time"
"Not paid ",false,"             KrowdByz is a web technology startup working to revolutionize the future of online business interactions, and creating virtual tools for the internet based freelancer community. Our customers are smal&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Tech-Startup-seeking-Frontend-Software-EngineerWeb-application-Developer-I9279094,"Cool Tech Startup seeking Web application Developer  Job at KrowdByz in Virtual","Part Time"
"Paid Opportunity",false,"             We are an aviation software management company offering a comprehensive online software solution. I am the Vice President and Co-Owner.         ","Marshville, NC ","             Application Deadline:   Available Year-round 
                     ",/computer-science/ASP-Web-Developer,"ASP Web Developer Job at Digital Airware LLC in Marshville, NC","Full Time"
"Not paid ",false,"             Power moves development is looking to extend opportunities for said interns, to gain valuable experience working closely with our team. We are looking for people who are driven ambitions and know thei&#8230;         ","New Hope, MN ","             Application Deadline:   Available Year-round 
                     ",/computer-science/web-DeveloperDesigner-s,"web Developer/Designer s Job at Power Moves Dev in New Hope, MN","Part Time"
"Paid Opportunity",false,"             Company is launching a new online dating website. We need an experienced web developer/designer. This is a high paying opportunity. Knowledge of features and functionality of top Dating Websites is he&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-High-Paying-Internship,"Web Developer - High Paying Internship Job at Bizvesco in Virtual","Part Time"
"Not paid ",false,"             Tread-Sport, a new motorcycle parts and accessories ecommerce company, is seeking an experienced and energetic website developer. The successful candidate would take on a consultative role in the comp&#8230;         ","State College, PA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-I3598378,"Web Developer Job at Tread-Sport in State College, PA","Part Time"
"Paid Opportunity",false,"             About Us Since 2009, Infoway Solutions has earned a reputation as a full-service staffing firm that excels in a fast-paced marketplace. We have placed highly skilled professionals on a temporary, temp&#8230;         ","Fremont, CA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Convert-your-Internship-into-Job-Opportunity-Computer-Science-Graduates,"Convert your Internship into Job Opportunity - Computer Science Graduates Job at Infoway Solutions  in Fremont, CA","Full Time"
"Paid Opportunity",false,"             Entry Level Programmer/Web Developer Job Description We are looking for a hard-working, self-motivated Entry-level Programmer/Web Developer to support the Training Support Operations (TSO) directorate&#8230;         ","Dallas, TX ","             Application Deadline:   6/30/2015 
                     ",/it/Entry-Level-ProgrammerWeb-Developer-I3791462,"Entry Level Programmer/Web Developer Job at National Software Mangement  in Dallas, TX","Full Time"
"Not paid ",false,"             GrocerMe is an upcoming location based mobile grocery delivery network. GrocerMe is looking for a qualified intern to join our programming team. Our programming team seeks an intern who has experience&#8230;         ","Virtual ","             Application Deadline:   7/31/2015 
                     ",/computer-science/Programmer-I3204193,"Programmer Job at GrocerMe in Virtual","Full Time"
"Paid Opportunity",false,"             About Us Since 2006, TekReliance has earned a reputation as a full-service staffing firm that excels in a fast-paced marketplace. We have placed highly skilled professionals on a temporary, temporary-&#8230;         ","Livermore, CA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/FREE-TRAINING-UNPAID-INTERNSHIP-for-Computer-Science-Graduates,"Convert your Internship into Job Opportunity - Computer Science Graduates Job at Infoway Solutions  in Livermore, CA","Full Time"
"Paid Opportunity",false,"             Our website www.ratemycollegehousing.com is an innovative website designed for college students and their parents to optimize their college experience by helping students find where to live during col&#8230;         ","Tampa, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-I9658482,"Web Developer Job at Rate My College Housing in Tampa, FL","Part Time"
"Paid Opportunity",false,"             We are looking for iOS developers and a web developer for a Mobile Web experience. We are building a video-centric app in the news space so an interest in online video (Vine/Instagram) and interest in&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/iOS-Developer-Mobile-Web-Developer-for-Video-Centric-Startup,"iOS Developer / Mobile Web Developer for Video Centric Start-up Job at Reel Energy in Virtual","Part Time"
"Not paid ",false,"             We are a multiple venture company looking for an IT/Web Developer Intern to work with our team. We are looking for a creative and independent candidate who is able to analyze and troubleshoot issues w&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/it/Developer-I6018917,"Web Developer/Programmer Intern Job at Fantasy Crafts LLC in Virtual","Part Time"
"Paid Opportunity",false,"             Entry level Web Developer National Software Management (NSM) is seeking a talented and enthusiastic individual with knowledge of and experience working with SQL databases/reports and web development t&#8230;         ","Louisville, KY ","             Application Deadline:   6/28/2015 
                     ",/it/Entry-level-Web-Developer-I2938510,"Entry level Web Developer Job at amg technology in Louisville, KY","Full Time"
"Not paid ",false,"             TechHiring is an online IT Job platform for companies to use for identifying Software Engineers, Web Developers & Mobile App Developers.          ","Virtual ","             Application Deadline:   6/28/2015 
                     ",/software/Web-DeveloperSoftware-Engineer,"Web Developer/Software Engineer Job at TechHiring in Virtual","Part Time"
"Not paid ",false,"             Plexuss.com is the first college academic recruiting network. Our company is looking for a driven individual who is seeking to gain more knowledge and experience. Must have a passion for this kind of &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Internship-I4600324,"Web Developer Internship Job at Plexuss in Virtual","Part Time"
"Not paid ",true,"             Start up company that buys urls and rebuilds blogs on those newly acquired sites.         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-I1656754,"Web Developer Job at business marketing power in Virtual","Full Time"
"Paid Opportunity",false,"              RE/MAX, the world's largest real estate company has an office located in Chelsea, Manhattan. We are looking for an experienced website designer/developer. The designer will be responsible for the cre&#8230;         ","New York, NY ","             Application Deadline:   8/20/2015 
                     ",/computer-science/REMAX-Web-DesignDeveloper-Internship,"RE/MAX Web Design/Developer Internship  Job at RE/MAX Midtown in New York, NY","Full Time"
"Not paid ",false,"             Were looking for a summer intern to work on technical aspects of our product in our downtown Chicago office. This individual will have the opportunity to work directly on production code and gain insi&#8230;         ","Chicago, IL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Software-Developer-Intern-I490367,"Software Developer Intern Job at Reveel in Chicago, IL","Full Time"
"Paid Opportunity",false,"             Modus Create is a Product Studio that offers consulting services and SaaS products for strategy, planning, and execution of web and mobile products. We work across multiple industries with Fortune 100&#8230;         ","Reston, VA ","             Application Deadline:   Available Year-round 
                     ",/internet/Web-Developer-Intern-I9332639,"Web Developer Intern Job at Modus Create in Reston, VA","Full Time"
"Paid Opportunity",false,"             We are looking for a talented Web Designer/Developer Intern to join our team. This position will focus on our family of websites focused on sexual health and has high-growth potential, for the right c&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-DesignerDeveloper-Intern-I1923062,"Web Designer/Developer Intern Job at Semprove, Inc. in Virtual","Part Time"
"Not paid ",false,"             fonbin.com is social network and we recruiting web-designer and app developer          ","Doral Branch, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/App-and-web-developer-I709706,"App and web developer Job at Foningro LLC in Doral Branch, FL","Full Time"
"Not paid ",false,"             We are a small passionate team of hardworking techies focused on one big idea: What would happen if everyone could reuse information on symptoms, conditions, treatments, and wellness experienced by ev&#8230;         ","Frisco, TX ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Application-Developer-I6857432,"Web Application Developer  Job at Stealth start-up  in Frisco, TX","Part Time"
"Paid Opportunity",false,"             We are a startup doing well and looking for an entry level web developer to join our team and begin learning and working with Ruby on Rails.         ","Rockville, MD ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Entry-Level-Web-Developer-I2174225,"Entry Level Web Developer Job at WebNet Hosting in Rockville, MD","Full Time"
"Paid Opportunity",false,"             Looking for Software Developer Responsible for the coding, innovative design and layout of our website. You will build our website from concept all the way to completion from the bottom up, fashioning&#8230;         ","Chicago, IL ","             Application Deadline:   6/30/2015 
                     ",/computer-science/Looking-for-Software-Developer-for-Entry-Level-I9248805,"Looking for Software Developer for Entry Level Job at National software Management in Chicago, IL","Full Time"
"Not paid ",false,"             KrowdByz is a web technology startup working to revolutionize the future of online business interactions, and creating virtual tools for the internet based freelancer community. Our current pre-beta p&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Tech-Startup-that-helps-online-freelancers-seeks-FrontendWeb-application-Developer,"Tech Startup that helps online freelancers seeks Front-end/Web application Developer  Job at KrowdByz in Virtual","Part Time"
"Not paid ",false,"             Animusoft harnesses the power of robotics to improve peoples lives. We achieve this by Leveraging a marketing platform driven by 25 partners Developing software packages designed for our product Partn&#8230;         ","Miami, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Part-Time-Software-Engineer-Internship,"Part Time Software Engineer Internship Job at Animusoft LLC in Miami, FL","Part Time"
"Not paid ",false,"             Animusoft harnesses the power of robotics to improve peoples lives. We achieve this by Leveraging a marketing platform driven by 25 partners Developing software packages designed for our product Partn&#8230;         ","Miami, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Full-Time-Software-Engineer-Internship,"Full Time Software Engineer Internship Job at Animusoft LLC in Miami, FL","Full Time"
"Not paid ",false,"             fonbin.com is social network and we recruiting web-designer and app developer          ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/App-and-web-developer-I9543259,"App and web developer Job at Foningro LLC in Virtual","Part Time"
"Paid Opportunity",false,"             fonbin.com is social network and we recruiting web-designer and app developer          ","Doral Branch, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/App-and-web-developer,"App and web developer Job at Foningro LLC in Doral Branch, FL","Full Time"
"Not paid ",false,"             Fierce Enigma is a Business and Technology Development site accepting applications for the following College internships: 1. Computer Science Areas We are looking for bright, energetic, and creative p&#8230;         ","Sunrise, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Internships-Availability-Computer-Science-I6761326,"Internships Availability - Computer Science Job at Fierce Enigma in Sunrise, FL","Part Time"
"Not paid ",true,"             Ladlas Prince is an international group of professional firms, specializing in management services: consulting, auditing, advising, and compliance; along with information technology and security, for &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/it/Web-DeveloperDesigner-Intern-I2530574,"Web Developer/Designer Intern  Job at Ladlas Prince LLC in Virtual","Full Time"
"Not paid ",false,"             Startup focusing on a niche product with the goal of bringing groups of people together. This internship is an opportunity to learn a great deal about the business end of app development and use your &#8230;         ","Virtual ","             Application Deadline:   6/30/2015 
                     ",/computer-science/Developer-I2160458,"Developer Job at LMR in Virtual","Part Time"
"Not paid ",false,"             East Coast Kids is the place for you! East Coast Kids Inc. was founded on the idea that everyone has something to offer to the site as long as they are willing to work. With our online system interns &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-Hiring-Asap,"Web Developer - Hiring Asap Job at East Coast Kids in Virtual","Part Time"
"Not paid ",false,"             Acenonyx is a startup software development company with focus in web and mobile business applications. We are currently looking for a smart, energetic intern to work on a new project. We are looking f&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/it/Web-Developer-I7775512,"Web Developer Job at Acenonyx in Virtual","Part Time"
"Paid Opportunity",false,"             Perfecting Software, LLC is looking for a C# Software Developer Intern to join our team. As a C# Developer, you will be a part of a development team for one or more of the applications that we current&#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/CNET-developer-I178174,"C#.NET developer Job at Perfecting Software in Virtual","Part Time"
"Not paid ",false,"             This is an IT/Programmer Internship opportunity with an internationally exhibited TriBeCa based conceptual artist whose practice is grounded in photography, installation, public interventions and new &#8230;         ","New York, NY ","             Application Deadline:   Available Year-round 
                     ",/computer-science/ITProgrammer-Internship,"IT/Programmer Internship Job at Art Research Collaboration in New York, NY","Part Time"
"Paid Opportunity",false,"             Looking for recent graduates ((OPT/EAD/H1-transfers/GC/Citizen ), from the field of Computer Science, Computer Engineering, Electrical, Electronics, Software, MIS, IT and other engineering related fie&#8230;         ","Camarillo, CA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Hiring-Software-Developers-I3605478,"Hiring Software Developers. Job at Roadrunner Management Service in Camarillo, CA","Full Time"
"Paid Opportunity",false,"             We are a startup based in Orange County (Irvine, CA). We have roughly 15 employees and have offices in San Francisco and Bucharest, Romania. We are looking to build a great team and would like to prov&#8230;         ","Irvine, CA ","             Application Deadline:   Available Year-round 
                     ",/internet/Web-Developer-Internship-I4597320,"Web Developer Internship Job at Pylon Media Group.com in Irvine, CA","Full Time"
"Paid Opportunity",false,"             This is an exciting new entry level position with us - we are doing several large implementations for our customers on this cloud based software solution, ServiceNow: https://www.servicenow.com/ This &#8230;         ","Virtual ","             Application Deadline:   Available Year-round 
                     ",/computer-science/ServiceNow-Developer,"ServiceNow Developer Job at Avarida in Virtual","Full Time"
"Not paid ",false,"             East Coast Kids is the place for you! East Coast Kids Inc. was founded on the idea that everyone has something to offer to the site as long as they are willing to work. With our online system interns &#8230;         ","Gainesville, FL ","             Application Deadline:   Available Year-round 
                     ",/computer-science/Web-Developer-NEED-ASAP,"Web Developer - NEED ASAP  Job at East Coast Kids in Gainesville, FL","Part Time"
"Paid Opportunity",true,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","New York, NY ","             Application Deadline:   Available Year-round 
                     ",/computer-science/UX-Developer-I2820016,"UX Developer  Job at Pro-Tek Consulting in New York, NY","Full Time"
"Paid Opportunity",true,"             Pro-Tek is a 500+member team of IT professionals who enable our clients to leverage end-to-end expertise in software development. They have deep understanding of the global IT industry and a successfu&#8230;         ","Los Angeles, CA ","             Application Deadline:   Available Year-round 
                     ",/computer-science/UX-Developer-I4751628,"UX Developer  Job at Pro-Tek Consulting in Los Angeles, CA","Full Time"
